Isotope,b1,b2,b3,b4,b5,b6,f1,f2
144Sm,0.01117425346956875,-0.35427628133227324,5.600390920855723,-34.281039769962376,38.68676447739817,10.576970476241199,0.00013175643990107313,6.3562070154243955
147Sm,0.8631547970105826,-39.62378329226435,1013.3968442996908,-11749.194612390003,52158.874274965376,-25598.948479562197,0.00942104848271042,7.90703798503666
148Sm,0.060223904845117034,-2.860678311516255,75.30278027722977,-895.2154061877968,3804.7428925641743,754.9875637213655,0.0007603128667822577,4.14066717699991
149Sm,136.9206488613942,-9047.017674045184,360719.2173528202,-7.173127298776699e6,6.911320643728678e7,-2.5736904687237334e8,1.1184940570604978,12.215611596412636
150Sm,0.507580262153569,-22.88280702515971,592.8221792065584,-6982.332440824769,31082.95925924422,-10842.14042757212,0.006144974210865381,7.051465996995097
152Sm,3.8092635925881817,-288.46426128292575,12287.677617815218,-261881.91374159278,2.6952225320828166e6,-1.0657603416352648e7,0.017124025159659394,16.780238882168327
154Sm,0.06686897435945484,-3.1252692618249402,83.22740447549454,-999.4120775028643,4280.444794757495,925.0248293729139,0.0009670141288237339,3.359393994496273
144Sm,0.08976270586769373,-2.566832024260526,54.101052643893354,-571.4420641593442,2902.4466405199655,-5716.92056688975,0.0029552856187790725,2.542178836037278
147Sm,7.119750162830012,-205.88357226385986,4383.8612242720865,-46496.03650564216,236135.25471936192,-463913.8752097144,0.24638901265462387,2.161580980260336
148Sm,0.3785426625886281,-11.45080046126302,244.45615126287709,-2615.5882418142155,13436.657066519389,-26674.025585638974,0.01200399429379967,2.1615400602523267
149Sm,2044.7833029149062,-55366.98939848424,1.2285761375215468e6,-1.3380581070898445e7,6.92913621939782e7,-1.3854464479049888e8,78.62068196563285,2.702938790465763
150Sm,5.621105326667161,-154.19590701654008,3363.9159082775213,-36357.36090873753,187314.69202665353,-372588.07652841246,0.20780246364410596,2.51032378686685
152Sm,27.916075924031215,-863.8200534970933,19230.315041652524,-209763.95048412684,1.0847427469518797e6,-2.1535777063183687e6,0.9167714101442104,2.3913497971140063
154Sm,0.578718711115756,-16.352474993174212,351.6406372309649,-3761.696599111087,19220.945238728993,-37907.55126851428,0.020241473255684598,2.4393137617748613
144Sm,0.1512718178906781,-0.4746398831388544,2.318296716156049,-6.069743691673923,7.277221573531859,-3.2967122434425313,0.03439115044537625,0.4817549043380951
147Sm,28.570026659416815,-66.71437430811469,415.90813944647334,-1203.6600695767952,1506.9955579704192,-706.419556768033,7.772493234087036,0.6058040638565868
148Sm,1.661247129021213,-4.371378639778197,26.22822806249451,-77.8099619160717,101.80140470495658,-49.96894723558196,0.429667719495137,0.5244414077734698
149Sm,1583.7607799923005,-1921.641462302991,10940.339946932356,-22383.88906546054,10033.150187023484,4819.708977305752,478.2435056562657,0.6903403957506917
150Sm,13.756539965916131,-29.45835325630439,182.86176608513014,-519.8237828509955,630.508683925526,-284.4940323565537,3.8260339874009115,0.6114374263033739
152Sm,104.72188155518882,-196.3023553336622,1151.4245142587756,-3003.3157666303387,3164.042190219342,-1168.1855787107336,29.41078609707379,0.6367681383913453
154Sm,1.7880729582772041,-4.2393381368675,25.27774381687228,-73.2544022690029,92.27518525345482,-43.41285345335838,0.47164216399658837,0.5656483905947052
144Sm,0.05553550383034455,-0.04933302045577178,0.018710035501381537,-0.004588630039330161,0.00093126351422367,-0.00010572974009628594,0.07712603504920504,-0.871993036647386
147Sm,11.68863854167913,-6.5564319360897745,-1.431455213313105,1.988072573502806,-0.547887966193219,0.04936189418593713,19.001929658996023,-0.8854374595764164
148Sm,0.637570048150647,-0.4409828618676782,-0.007893603630545639,0.09185330915647794,-0.030468167272680306,0.0031445482198600447,0.8949812407467858,-0.8994418866363092
149Sm,768.3557988207573,-338.90839260527076,-77.09253013630358,56.78129261842227,-4.226045092596803,-0.8603723336097433,1602.0848575855223,-0.8465835980098395
150Sm,5.762542445779982,-3.080457880718886,-0.7717418479907425,0.953097213415854,-0.25067704400718693,0.021484423055741542,9.81920778598711,-0.8801695726679214
152Sm,44.886691550268736,-23.022845254575937,-6.513853988629862,7.220643928851992,-1.782897220289919,0.14005463825600561,78.77535490775924,-0.8832295629138112
154Sm,0.7113799397254228,-0.4591233778872934,-0.03033225541708111,0.10310393940260676,-0.03179270462936229,0.003104848841003475,1.0664551288573727,-0.8894882500297988
144Sm,0.05307413382400283,-0.04642968596983224,0.01602143176796621,-0.0025776200940723247,0.0001709551984582829,-1.9050836721486952e-6,0.11002456995605986,-0.9906514148662428
147Sm,12.482241764043051,-9.427336260783603,2.228467423576095,-0.011639053756018099,-0.061072772602758625,0.005953915448351878,28.20126132126409,-0.9921570134467648
148Sm,0.682964528319878,-0.5974625141943462,0.1986970953265519,-0.028124856480690567,0.0010613401150572931,6.109944004160985e-5,1.3047346129200894,-0.9963404024534407
149Sm,684.5293975748741,-337.32882729355,-37.05652048411851,53.410292450152,-11.600638796405894,0.8018437596369838,2293.264330391897,-0.9869357092022173
150Sm,6.005450915985381,-4.3425018763199095,0.8990112130487188,0.053789409702245924,-0.038540869506659664,0.0033969427034049246,14.402324869408243,-0.9922352745741589
152Sm,47.700144655290075,-33.062199705413285,5.765933578339232,0.9285106600087134,-0.3876148004873663,0.03194117058850219,117.62907425782133,-0.9915978350264356
154Sm,0.7492118794311017,-0.6202103608969496,0.18565818711850804,-0.019525738378589473,-0.0006169549819888276,0.0001724101966659622,1.5521378601851716,-0.9943457497395878
144Sm,0.07581177129015844,-0.10366472695451806,0.05919627413473985,-0.017082179457027998,0.0024481030588247785,-0.00013827056349913802,0.06488981242316756,-1.0370514364396108
147Sm,4.879187202454309,-6.78112281669487,3.9265035674842017,-1.1457786108910362,0.16565438360434293,-0.009421461809474795,4.045333114142441,-1.0390350778637272
148Sm,0.21817944298642958,-0.3047704887819431,0.17724022767329156,-0.0519003081239189,0.0075242899508280925,-0.0004288699199515294,0.16883510964577217,-1.026360442945871
149Sm,2276.653354601867,-3098.0576672097823,1761.5600305484966,-506.54640834656504,72.38993757442623,-4.079363944638928,1953.2336885144225,-1.0350201136497945
150Sm,5.22209422535426,-7.158797603148361,4.096777338439662,-1.184253605486202,0.16995178333459793,-0.009609416838332916,4.425927406264719,-1.03628159383854
152Sm,19.182492314472306,-26.67877869294136,15.458082296668495,-4.513310815885529,0.6528280139367962,-0.03714293545650181,15.130303642360117,-1.0289338479546457
154Sm,0.46969276605683213,-0.6466379225178264,0.37143411238080026,-0.10769764265381843,0.015493334012868345,-0.000877734771761885,0.3822883862306076,-1.029225816539366
144Sm,0.07065459900184584,-0.07119322730899182,0.0502803499308182,-0.030298623718070274,0.010475557190601196,-0.0014093415745021582,0.0884636718946506,-0.7645461677351687
147Sm,11.870357361268585,-9.513607693723017,4.444384213589601,-2.6546007758376517,1.1009527060909075,-0.16972398642114783,16.097410949159624,-0.8140737967698458
148Sm,0.6235135222142261,-0.5364658657793875,0.21738540570182113,-0.09167622344945682,0.035106722493611624,-0.005566696715725623,0.7506530097784013,-0.8343889754580491
149Sm,1318.4148916716108,-1012.3788769573891,729.286321021834,-569.206264995687,225.74039816200292,-32.14432443529916,2101.1406418918664,-0.7333991354779406
150Sm,6.654277120264963,-5.254116076031396,2.7642358607774953,-1.8192724497228594,0.742013307786315,-0.11103104670646544,9.454583358353092,-0.788966991750631
152Sm,46.069460254925716,-36.07367835248983,18.57935381795398,-12.516880126308726,5.248040652772797,-0.7990432467474232,65.55202152361399,-0.8044657976623384
154Sm,0.7637035519726427,-0.6349395343103637,0.28975563450674924,-0.15363930957527708,0.06064517318241187,-0.009262244914235366,0.9861002926247793,-0.805979555108216
144Sm,0.07064090894634499,-0.07119309105354026,0.05029812202961568,-0.030315031966344684,0.010481867997684715,-0.0014102554131766316,0.0884398833519853,-0.7645149508530473
147Sm,11.867487391177141,-9.511693661296029,4.445317722371463,-2.656390219313937,1.1018017341071802,-0.16985926858527503,16.09149285380219,-0.8140157656403707
148Sm,0.6233681643382949,-0.5363579540970315,0.2173960979849747,-0.09172284079929909,0.035128585283325825,-0.005570017662832968,0.7505059580832996,-0.8343940369051288
149Sm,1318.254091018637,-1013.2548167895134,731.2023657340026,-570.7127955841902,226.2727637394273,-32.21515842526802,2099.979991225027,-0.7332443108611043
150Sm,6.652688084494831,-5.253424809582591,2.765232906814156,-1.820457535560775,0.7425008749960017,-0.11110320878603165,9.451074363269635,-0.7889021422827024
152Sm,46.051521095680314,-36.03675595573087,18.528120644412827,-12.478993397038776,5.235239160119817,-0.7974795703187841,65.6101548991519,-0.804933107896664
154Sm,0.7635597098466953,-0.6349546063029851,0.28994349372670575,-0.15377677830312153,0.06068382213180557,-0.009265954308251695,0.9857107399299564,-0.8058979588905116
